mall_code,name,city_name,district_name,lat,lng,amap_poi_id,brand_count,store_count,search_query_dev,search_query_opened
MALL_6DC388E7,凤鸣广场,宿州市,埇桥区,33.651187,117.002687,B0G1HAIT0O,2,2,宿州市凤鸣广场 开发商,宿州市凤鸣广场 开业时间
MALL_B2CC97D7,同盛广场,宿州市,埇桥区,33.639689,116.985424,B0FFFT8KD2,2,2,宿州市同盛广场 开发商,宿州市同盛广场 开业时间
MALL_97094013,嘉泰广场,宿州市,砀山县,34.430773,116.351479,B0FFFZPCOT,2,2,宿州市嘉泰广场 开发商,宿州市嘉泰广场 开业时间
MALL_178412D6,袁庄商场,淮南市,潘集区,32.784079,116.818153,B022A02G4N,2,2,淮南市袁庄商场 开发商,淮南市袁庄商场 开业时间
MALL_824FBEEC,金鹏琅琊玖玖广场,滁州市,琅琊区,32.320922,118.329488,B0G3XLDVG9,2,2,滁州市金鹏琅琊玖玖广场 开发商,滁州市金鹏琅琊玖玖广场 开业时间
MALL_DB8C61B5,大润民生活广场,临沂市,平邑县,35.515921,117.62141,B0FFIDC5JK,2,2,临沂市大润民生活广场 开发商,临沂市大润民生活广场 开业时间
MALL_882F028E,鲁商城市广场,临沂市,郯城县,34.613347,118.387696,B0JK0CQVB0,2,2,临沂市鲁商城市广场 开发商,临沂市鲁商城市广场 开业时间
MALL_617C1C8A,阳光商城,德州市,临邑县,37.188257,116.871045,B0FFG30N63,2,2,德州市阳光商城 开发商,德州市阳光商城 开业时间
MALL_95DCA602,成和商厦,德州市,平原县,37.16466,116.441429,B0FFGMG3IA,2,2,德州市成和商厦 开发商,德州市成和商厦 开业时间
MALL_CFC4CAF7,金安商城,日照市,岚山区,35.300576,119.214148,B0FFKPPK05,2,2,日照市金安商城 开发商,日照市金安商城 开业时间
MALL_C938ADF3,丁豪广场,济南市,历下区,36.680959,117.123176,B02130U9YD,2,2,济南市丁豪广场 开发商,济南市丁豪广场 开业时间
MALL_8ECB9579,欧亚大观乐活城,济南市,市中区,36.633151,116.982364,B0GK4ANU8A,2,2,济南市欧亚大观乐活城 开发商,济南市欧亚大观乐活城 开业时间
MALL_772C1976,金汇大厦,济南市,章丘区,36.715195,117.528149,B021308051,2,2,济南市金汇大厦 开发商,济南市金汇大厦 开业时间
MALL_A11377FE,秀水城,济宁市,任城区,35.405475,116.587899,B02190ADON,2,2,济宁市秀水城 开发商,济宁市秀水城 开业时间
MALL_EFCF0DE3,联民广场,济宁市,汶上县,35.720174,116.494778,B02190A7OM,2,2,济宁市联民广场 开发商,济宁市联民广场 开业时间
MALL_9A1DFBD3,太平洋广场,烟台市,牟平区,37.389324,121.560404,B02170TGLQ,2,2,烟台市太平洋广场 开发商,烟台市太平洋广场 开业时间
MALL_0AE41C56,南尧新都汇,烟台市,芝罘区,37.508726,121.366405,B0FFFLWWR7,2,2,烟台市南尧新都汇 开发商,烟台市南尧新都汇 开业时间
MALL_FB84F3AC,振华广场,烟台市,芝罘区,37.565621,121.356298,B02170380Q,2,2,烟台市振华广场 开发商,烟台市振华广场 开业时间
MALL_70347253,华府广场,烟台市,龙口市,37.619476,120.322034,B0FFKH077A,2,2,烟台市华府广场 开发商,烟台市华府广场 开业时间
MALL_634877D6,振华五星百货,聊城市,东昌府区,36.462017,115.989183,B027B01693,2,2,聊城市振华五星百货 开发商,聊城市振华五星百货 开业时间
MALL_91AD9B53,鑫江东方城,青岛市,城阳区,36.236828,120.427996,B02140WSLV,2,2,青岛市鑫江东方城 开发商,青岛市鑫江东方城 开业时间
MALL_B22F87D3,金荷广场,青岛市,平度市,36.785364,119.954744,B0FFFAIQ43,2,2,青岛市金荷广场 开发商,青岛市金荷广场 开业时间
MALL_318AE773,吉韩商厦,青岛市,黄岛区,35.968173,120.181441,B021409PKT,2,2,青岛市吉韩商厦 开发商,青岛市吉韩商厦 开业时间
MALL_58A387EF,长江商厦,青岛市,黄岛区,35.968591,120.180413,B02140VXXX,2,2,青岛市长江商厦 开发商,青岛市长江商厦 开业时间
MALL_24CD6AB3,V盟荟,太原市,小店区,37.800967,112.597015,B0FFL994OR,2,2,太原市V盟荟 开发商,太原市V盟荟 开业时间
MALL_C285F69F,龙凤商场,忻州市,五台县,38.645134,113.152752,B0FFJ3EKES,2,2,忻州市龙凤商场 开发商,忻州市龙凤商场 开业时间
MALL_92610DF3,丽都广场,忻州市,繁峙县,39.183459,113.263984,B0KGXASBTO,2,2,忻州市丽都广场 开发商,忻州市丽都广场 开业时间
MALL_00D66F94,太行国潮奥莱,晋城市,高平市,35.803258,112.939252,B0JG1HAFUE,2,2,晋城市太行国潮奥莱 开发商,晋城市太行国潮奥莱 开业时间
MALL_13A8F976,万佳广场,运城市,临猗县,35.130804,110.781175,B0FFGQ6K9Z,2,2,运城市万佳广场 开发商,运城市万佳广场 开业时间
MALL_469A84A9,顺昌广场,中山市,南朗街道,22.3639,113.442812,B02F80OTDH,2,2,中山市顺昌广场 开发商,中山市顺昌广场 开业时间
MALL_3D404723,兴业广场,云浮市,云城区,22.930106,112.036643,B02FE01KGY,2,2,云浮市兴业广场 开发商,云浮市兴业广场 开业时间
MALL_6661EB3F,新动力广场,佛山市,三水区,23.172862,112.868182,B0FFG8Y2VA,2,2,佛山市新动力广场 开发商,佛山市新动力广场 开业时间
MALL_A596F3B9,信基广场,佛山市,南海区,22.841557,113.013926,B0FFF2SPO6,2,2,佛山市信基广场 开发商,佛山市信基广场 开业时间
MALL_009004EC,顺成·顺融城,佛山市,顺德区,22.826503,113.272961,B0FFKWMFIS,2,2,佛山市顺成·顺融城 开发商,佛山市顺成·顺融城 开业时间
MALL_7DCA9157,欣荣广场,广州市,从化区,23.532032,113.590676,B0FFIVO5WA,2,2,广州市欣荣广场 开发商,广州市欣荣广场 开业时间
MALL_2E1466E1,悦方城,广州市,南沙区,22.81418,113.501538,B0IA9ZKRCB,2,2,广州市悦方城 开发商,广州市悦方城 开业时间
MALL_6C4875EE,亚运城广场,广州市,番禺区,22.941816,113.476557,B0FFILWI5N,2,2,广州市亚运城广场 开发商,广州市亚运城广场 开业时间
MALL_28B2D81F,基盛万科里,广州市,番禺区,22.931507,113.386662,B0FFIPT5GV,2,2,广州市基盛万科里 开发商,广州市基盛万科里 开业时间
MALL_88AADC59,龙归金铂广场,广州市,白云区,23.267491,113.294412,B00141U9ID,2,2,广州市龙归金铂广场 开发商,广州市龙归金铂广场 开业时间
MALL_EA256D7A,恒宝广场,广州市,荔湾区,23.117591,113.241417,B00140DZIZ,2,2,广州市恒宝广场 开发商,广州市恒宝广场 开业时间
MALL_80CBEA09,丽柏广场,广州市,越秀区,23.137517,113.286259,B001401F54,2,2,广州市丽柏广场 开发商,广州市丽柏广场 开业时间
MALL_403D366E,领好广场,广州市,黄埔区,23.085076,113.524997,B00140W28S,2,2,广州市领好广场 开发商,广州市领好广场 开业时间
MALL_0A71CB3E,隆生广场,惠州市,惠城区,23.08327,114.422619,B0FFGWYMTX,2,2,惠州市隆生广场 开发商,惠州市隆生广场 开业时间
MALL_8A15B8D5,天安里,惠州市,惠阳区,22.79595,114.458137,B0HBB760S3,2,2,惠州市天安里 开发商,惠州市天安里 开业时间
MALL_93EF6C67,岁宝百货,梅州市,兴宁市,24.136194,115.741789,B0FFFA0WDA,2,2,梅州市岁宝百货 开发商,梅州市岁宝百货 开业时间
MALL_7C01092D,合胜百货,汕头市,龙湖区,23.377775,116.724293,B0FFFV301O,2,2,汕头市合胜百货 开发商,汕头市合胜百货 开业时间
MALL_4C9E0F83,锦江国际广场,江门市,恩平市,22.185581,112.345452,B0FFGQ0H31,2,2,江门市锦江国际广场 开发商,江门市锦江国际广场 开业时间
MALL_FCCF77E4,前海壹方汇,深圳市,南山区,22.529207,113.896641,B0J6B5UREG,2,2,深圳市前海壹方汇 开发商,深圳市前海壹方汇 开业时间
MALL_A700037F,悦方广场,深圳市,南山区,22.58128,113.945205,B0FFH0YBOX,2,2,深圳市悦方广场 开发商,深圳市悦方广场 开业时间
MALL_17E5B463,凤凰安荟邻,深圳市,坪山区,22.722874,114.385389,B0JKSAZLJS,2,2,深圳市凤凰安荟邻 开发商,深圳市凤凰安荟邻 开业时间
MALL_09595BAB,iN城市广场,深圳市,福田区,22.539703,114.098805,B02F38IZN3,2,2,深圳市iN城市广场 开发商,深圳市iN城市广场 开业时间
MALL_DE6E25E3,卓悦中心西区,深圳市,福田区,22.536119,114.064581,B0IUMC8LUD,2,2,深圳市卓悦中心西区 开发商,深圳市卓悦中心西区 开业时间
MALL_0F7697A6,喜荟城,深圳市,罗湖区,22.568401,114.139869,B02F37W76Z,2,2,深圳市喜荟城 开发商,深圳市喜荟城 开业时间
MALL_0FC2B50E,深圳万象食家,深圳市,罗湖区,22.561698,114.110613,B0G23K7W60,2,2,深圳市深圳万象食家 开发商,深圳市深圳万象食家 开业时间
MALL_DD5659DE,观澜湖新城MH MALL,深圳市,龙华区,22.722588,114.075847,B0FFFDNINF,2,2,深圳市观澜湖新城MH MALL 开发商,深圳市观澜湖新城MH MALL 开业时间
MALL_21E5658E,壹悦城,清远市,清城区,23.710401,113.035174,B02FB0PH4V,2,2,清远市壹悦城 开发商,清远市壹悦城 开业时间
MALL_C29E370D,丽悦新天,湛江市,赤坎区,21.266212,110.392862,B02F70P5LH,2,2,湛江市丽悦新天 开发商,湛江市丽悦新天 开业时间
MALL_D3D755CA,十字门华发商都二期,珠海市,香洲区,22.173585,113.520591,B0JU47BEX5,2,2,珠海市十字门华发商都二期 开发商,珠海市十字门华发商都二期 开业时间
MALL_6BE98CD6,大旺广场,肇庆市,四会市,23.295131,112.811774,B02F60PR87,2,2,肇庆市大旺广场 开发商,肇庆市大旺广场 开业时间
MALL_D1C2D064,缤纷世界,茂名市,电白区,21.511342,111.016078,B0FFH97Q82,2,2,茂名市缤纷世界 开发商,茂名市缤纷世界 开业时间
MALL_4523B71B,潘州广场,茂名市,高州市,21.900934,110.87109,B0H2YCWIB5,2,2,茂名市潘州广场 开发商,茂名市潘州广场 开业时间
MALL_2EAC1033,一号广场,南宁市,江南区,22.800114,108.249259,B0FFGAJ0O2,2,2,南宁市一号广场 开发商,南宁市一号广场 开业时间
MALL_2BE5E2AA,三祺广场,南宁市,青秀区,22.812009,108.396695,B0FFF0DL64,2,2,南宁市三祺广场 开发商,南宁市三祺广场 开业时间
MALL_E6198F09,梦之岛百货,南宁市,青秀区,22.81694,108.369251,B030306115,2,2,南宁市梦之岛百货 开发商,南宁市梦之岛百货 开业时间
MALL_B9251466,南宁百货,崇左市,天等县,23.080211,107.135473,B0FFHUZXCT,2,2,崇左市南宁百货 开发商,崇左市南宁百货 开业时间
MALL_B4F713D7,万达城,崇左市,扶绥县,22.63155,107.908017,B06EB0MDHW,2,2,崇左市万达城 开发商,崇左市万达城 开业时间
MALL_55E77947,方盛广场,来宾市,兴宾区,23.741339,109.220391,B0FFG3UDC7,2,2,来宾市方盛广场 开发商,来宾市方盛广场 开业时间
MALL_49BBAEE5,桂林客世界广场,桂林市,七星区,25.258767,110.311503,B0FFMBPFV8,2,2,桂林市桂林客世界广场 开发商,桂林市桂林客世界广场 开业时间
MALL_67BFA1D4,森林中心城,百色市,右江区,23.895869,106.615838,B0FFGK8PMV,2,2,百色市森林中心城 开发商,百色市森林中心城 开业时间
MALL_84DEF70C,百商广场,乌鲁木齐市,新市区,43.860639,87.58924,B0FFGRKODK,2,2,乌鲁木齐市百商广场 开发商,乌鲁木齐市百商广场 开业时间
MALL_1B2D113F,米古里西域水游城2期,乌鲁木齐市,米东区,43.962493,87.64257,B0JUTM6BYS,2,2,乌鲁木齐市米古里西域水游城2期 开发商,乌鲁木齐市米古里西域水游城2期 开业时间
MALL_92B3AA7D,三洋广场,伊犁哈萨克自治州,奎屯市,44.426859,84.904569,B03E700F80,2,2,伊犁哈萨克自治州三洋广场 开发商,伊犁哈萨克自治州三洋广场 开业时间
MALL_B96A22E8,汇金广场,博尔塔拉蒙古自治州,精河县,44.606153,82.892934,B0FFF6A32C,2,2,博尔塔拉蒙古自治州汇金广场 开发商,博尔塔拉蒙古自治州汇金广场 开业时间
MALL_5413369D,太百购物,巴音郭楞蒙古自治州,库尔勒市,41.761597,86.146698,B0FFI0J9H7,2,2,巴音郭楞蒙古自治州太百购物 开发商,巴音郭楞蒙古自治州太百购物 开业时间
MALL_C765B09B,金都广场,巴音郭楞蒙古自治州,库尔勒市,41.759407,86.14421,B03E40MBRZ,2,2,巴音郭楞蒙古自治州金都广场 开发商,巴音郭楞蒙古自治州金都广场 开业时间
MALL_2B7BDE6B,万都MALL,石河子市,北泉镇,44.309169,86.040778,B0G0H6F1LY,2,2,石河子市万都MALL 开发商,石河子市万都MALL 开业时间
MALL_85A55FD0,六角广场,南京市,玄武区,32.08083,118.810761,B0H1SCI4GI,2,2,南京市六角广场 开发商,南京市六角广场 开业时间
MALL_CD33E6FD,南京商厦,南京市,玄武区,32.091004,118.784947,B001905109,2,2,南京市南京商厦 开发商,南京市南京商厦 开业时间
MALL_5E006CAB,南京新百,南京市,秦淮区,32.040797,118.785067,B00190499A,2,2,南京市南京新百 开发商,南京市南京新百 开业时间
MALL_C47C358A,南通海门大有境,南通市,海门区,31.879754,121.166196,B0G3LCIXBP,2,2,南通市南通海门大有境 开发商,南通市南通海门大有境 开业时间
MALL_ABBB9599,利达广场,宿迁市,泗洪县,33.46119,118.216626,B0FFKJGR6T,2,2,宿迁市利达广场 开发商,宿迁市利达广场 开业时间
MALL_0A459BB2,苏杭时代,宿迁市,泗洪县,33.23113,118.185532,B0JGODT0NF,2,2,宿迁市苏杭时代 开发商,宿迁市苏杭时代 开业时间
MALL_DAA435E3,空港星光城,常州市,新北区,31.896775,119.819775,B0KR7CLCGS,2,2,常州市空港星光城 开发商,常州市空港星光城 开业时间
MALL_C008428C,上河城,常州市,溧阳市,31.426405,119.478566,B02070U0PT,2,2,常州市上河城 开发商,常州市上河城 开业时间
MALL_02FFA4D1,京华城,扬州市,邗江区,32.385314,119.374468,B020216HV0,2,2,扬州市京华城 开发商,扬州市京华城 开业时间
MALL_8BDB7547,昌建广场,泰州市,泰兴市,32.172155,120.059623,B0FFGL90UJ,2,2,泰州市昌建广场 开发商,泰州市昌建广场 开业时间
MALL_3E5B6928,东商城,淮安市,涟水县,33.769915,119.272333,B0FFKPNNKG,2,2,淮安市东商城 开发商,淮安市东商城 开业时间
MALL_E93E46A4,颐高广场,盐城市,滨海县,34.016736,119.856813,B0FFKDMDAP,2,2,盐城市颐高广场 开发商,盐城市颐高广场 开业时间
MALL_8643464F,今雨荟,苏州市,姑苏区,31.312069,120.588773,B0FFFGPKC0,2,2,苏州市今雨荟 开发商,苏州市今雨荟 开业时间
MALL_0D94E80B,汇邻广场,苏州市,姑苏区,31.280843,120.633854,B0FFF4ZI0V,2,2,苏州市汇邻广场 开发商,苏州市汇邻广场 开业时间
MALL_EBBBEA5D,盛景广场,连云港市,东海县,34.383929,118.756305,B0FFKJ820H,2,2,连云港市盛景广场 开发商,连云港市盛景广场 开业时间
MALL_D5EED221,宝地广场,镇江市,句容市,31.948477,119.153179,B0IDLAR7MB,2,2,镇江市宝地广场 开发商,镇江市宝地广场 开业时间
MALL_6C7B7093,利群超市,上饶市,余干县,28.531475,116.598007,B0FFME73XW,2,2,上饶市利群超市 开发商,上饶市利群超市 开业时间
MALL_647DFD6C,南门商城,上饶市,德兴市,28.93471,117.582918,B031901M7T,2,2,上饶市南门商城 开发商,上饶市南门商城 开业时间
MALL_8833EDC0,凯旋城,九江市,共青城市,29.247483,115.809783,B0FFL5KVGH,2,2,九江市凯旋城 开发商,九江市凯旋城 开业时间
MALL_97EB7C1D,万国广场,保定市,定州市,38.517815,114.982231,B0FFI823H1,2,2,保定市万国广场 开发商,保定市万国广场 开业时间
MALL_17054ED8,惠友钻石广场,保定市,涿州市,39.484064,116.032864,B0FFGT3YRF,2,2,保定市惠友钻石广场 开发商,保定市惠友钻石广场 开业时间
MALL_94B960EA,大地商厦,唐山市,古冶区,39.715189,118.454129,B013B03ZRO,2,2,唐山市大地商厦 开发商,唐山市大地商厦 开业时间
MALL_6BEAA925,金缘购物,唐山市,遵化市,40.196124,117.96568,B013B0Q953,2,2,唐山市金缘购物 开发商,唐山市金缘购物 开业时间
MALL_E52DB295,金泉广场,张家口市,怀来县,40.400709,115.517452,B0FFF0DKE9,2,2,张家口市金泉广场 开发商,张家口市金泉广场 开业时间
MALL_C8626B72,北雁商城,承德市,丰宁满族自治县,41.206484,116.648628,B013A0PMN7,2,2,承德市北雁商城 开发商,承德市北雁商城 开业时间
MALL_6AF4D6F5,信源商厦,沧州市,沧县,38.38718,116.555513,B0FFFS89FM,2,2,沧州市信源商厦 开发商,沧州市信源商厦 开业时间
MALL_AE785D1A,新华广场,石家庄市,新乐市,38.35365,114.683875,B0FFHJB80U,2,2,石家庄市新华广场 开发商,石家庄市新华广场 开业时间
MALL_EFF8CE8E,天河通信广场,石家庄市,长安区,38.07475,114.512731,B013705K51,2,2,石家庄市天河通信广场 开发商,石家庄市天河通信广场 开业时间
MALL_A8AB42F9,怡然城,衡水市,桃城区,37.748953,115.700484,B0FFF6Z2E1,2,2,衡水市怡然城 开发商,衡水市怡然城 开业时间
MALL_6A713C55,家乐园·百货,邢台市,临西县,36.882775,115.506597,B0FFK9PKCY,2,2,邢台市家乐园·百货 开发商,邢台市家乐园·百货 开业时间
MALL_FAA16A97,天一悦尚,邢台市,信都区,37.062583,114.479468,B013F009SU,2,2,邢台市天一悦尚 开发商,邢台市天一悦尚 开业时间
MALL_3E8DC926,逗号立方购物公园,邢台市,信都区,37.062531,114.478256,B0FFHIBK5J,2,2,邢台市逗号立方购物公园 开发商,邢台市逗号立方购物公园 开业时间
MALL_96463827,美乐城,邯郸市,丛台区,36.607384,114.524033,B0H1DROMD0,2,2,邯郸市美乐城 开发商,邯郸市美乐城 开业时间
MALL_FFE00B0C,千禧百货,三门峡市,义马市,34.743319,111.875941,B018E0NBSB,2,2,三门峡市千禧百货 开发商,三门峡市千禧百货 开业时间
MALL_74169DA5,南虹广场,信阳市,浉河区,32.102047,114.099591,B0FFH2ROPT,2,2,信阳市南虹广场 开发商,信阳市南虹广场 开业时间
MALL_883D17B7,西亚和美广场,信阳市,浉河区,32.122436,114.068711,B01780019K,2,2,信阳市西亚和美广场 开发商,信阳市西亚和美广场 开业时间
MALL_40BEF10B,大统百货,南阳市,宛城区,32.991089,112.536403,B017900PWI,2,2,南阳市大统百货 开发商,南阳市大统百货 开业时间
MALL_902F854D,东大门,商丘市,永城市,33.931552,116.449854,B0FFHW2CTW,2,2,商丘市东大门 开发商,商丘市东大门 开业时间
MALL_0A3C2CD7,人民广场MALL,安阳市,林州市,36.079357,113.819154,B0FFGAFHRG,2,2,安阳市人民广场MALL 开发商,安阳市人民广场MALL 开业时间
MALL_9F9D7C1B,乐和城,新乡市,卫滨区,35.258134,113.883523,B0FFGRLVPW,2,2,新乡市乐和城 开发商,新乡市乐和城 开业时间
MALL_71CEC091,银兴广场,洛阳市,伊川县,34.424214,112.445439,B0FFF3WP1H,2,2,洛阳市银兴广场 开发商,洛阳市银兴广场 开业时间
MALL_BFD72241,东周百货,洛阳市,西工区,34.673989,112.441046,B017B01J05,2,2,洛阳市东周百货 开发商,洛阳市东周百货 开业时间
MALL_CAC514EC,新亚商厦,焦作市,解放区,35.242592,113.229121,B0187004F9,2,2,焦作市新亚商厦 开发商,焦作市新亚商厦 开业时间
MALL_C7E607F3,乐强百货,郑州市,上街区,34.80646,113.315083,B0FFIH5DFM,2,2,郑州市乐强百货 开发商,郑州市乐强百货 开业时间
MALL_DCF8C05E,帝湖商场,郑州市,中原区,34.720072,113.616485,B01730IN0Z,2,2,郑州市帝湖商场 开发商,郑州市帝湖商场 开业时间
MALL_1AA91530,朗悦公园茂,郑州市,中原区,34.819459,113.555837,B0H22BG1ZY,2,2,郑州市朗悦公园茂 开发商,郑州市朗悦公园茂 开业时间
MALL_1F8540AA,福都广场,郑州市,惠济区,34.864163,113.687308,B0IA7HBX48,2,2,郑州市福都广场 开发商,郑州市福都广场 开业时间
MALL_B86638DD,天然商厦,郑州市,管城回族区,34.752512,113.667731,B01730HZU8,2,2,郑州市天然商厦 开发商,郑州市天然商厦 开业时间
MALL_B9A8A73B,盛华里,郑州市,管城回族区,34.722253,113.753076,B0FFLKR4MC,2,2,郑州市盛华里 开发商,郑州市盛华里 开业时间
MALL_7C7D0023,正上豪布斯卡,郑州市,荥阳市,34.783391,113.424471,B0FFHHCQLY,2,2,郑州市正上豪布斯卡 开发商,郑州市正上豪布斯卡 开业时间
MALL_052EBA0F,万达坊,郑州市,金水区,34.79354,113.680542,B0FFFWIZUA,2,2,郑州市万达坊 开发商,郑州市万达坊 开业时间
MALL_ACDA00C3,江泰广场,丽水市,莲都区,28.409517,119.856563,B0FFHXOH9C,2,2,丽水市江泰广场 开发商,丽水市江泰广场 开业时间
MALL_8CCD5E74,多方里,台州市,温岭市,28.458859,121.25707,B0J2GHAER4,2,2,台州市多方里 开发商,台州市多方里 开业时间
MALL_ECF11968,银都广场,台州市,路桥区,28.586225,121.377075,B0K0FZHSWZ,2,2,台州市银都广场 开发商,台州市银都广场 开业时间
MALL_7975D31B,杭海万朵城,嘉兴市,海宁市,30.42433,120.365803,B0H6JAAHEM,2,2,嘉兴市杭海万朵城 开发商,嘉兴市杭海万朵城 开业时间
MALL_C917FD6E,蓝天·市心广场,绍兴市,柯桥区,30.086084,120.490566,B023F02SY9,2,2,绍兴市蓝天·市心广场 开发商,绍兴市蓝天·市心广场 开业时间
MALL_442C3489,友谊·南海城,海口市,龙华区,19.996506,110.296294,B0G335W56Z,2,2,海口市友谊·南海城 开发商,海口市友谊·南海城 开业时间
MALL_947C061B,凯德1818,武汉市,武昌区,30.552896,114.340074,B0FFFQZI96,2,2,武汉市凯德1818 开发商,武汉市凯德1818 开业时间
MALL_6EB4514E,华发中城商都,武汉市,江汉区,30.60227,114.261018,B0G2M7XU0Y,2,2,武汉市华发中城商都 开发商,武汉市华发中城商都 开业时间
MALL_CEE5691A,新唐万芊荟,武汉市,江汉区,30.623342,114.26199,B0FFGE6URB,2,2,武汉市新唐万芊荟 开发商,武汉市新唐万芊荟 开业时间
MALL_CC47815E,东澜岸广场,武汉市,洪山区,30.432761,114.263432,B0FFF4ICM0,2,2,武汉市东澜岸广场 开发商,武汉市东澜岸广场 开业时间
MALL_A7A29D80,乐天城,武汉市,洪山区,30.525462,114.354388,B001B0JUKZ,2,2,武汉市乐天城 开发商,武汉市乐天城 开业时间
MALL_51F7162F,天骄广场,荆州市,监利市,29.815518,112.905581,B0FFMF287J,2,2,荆州市天骄广场 开发商,荆州市天骄广场 开业时间
MALL_FE569EC5,石首才知文化广场,荆州市,石首市,29.710017,112.426427,B0FFL44V3V,2,2,荆州市石首才知文化广场 开发商,荆州市石首才知文化广场 开业时间
MALL_E95A3926,鼓楼商场,襄阳市,襄城区,32.017257,112.152117,B02C60090F,2,2,襄阳市鼓楼商场 开发商,襄阳市鼓楼商场 开业时间
MALL_47C4A087,大东门商场,随州市,曾都区,31.71336,113.378252,B0FFM69DBB,2,2,随州市大东门商场 开发商,随州市大东门商场 开业时间
MALL_839A901C,嘉隆广场,永州市,冷水滩区,26.436507,111.60472,B0LAJCSQ64,2,2,永州市嘉隆广场 开发商,永州市嘉隆广场 开业时间
MALL_C3961362,精品商厦,永州市,零陵区,26.224648,111.618977,B02EA002DI,2,2,永州市精品商厦 开发商,永州市精品商厦 开业时间
MALL_ED326FCC,康星百货,湘潭市,雨湖区,27.859801,112.906761,B02DC01MB2,2,2,湘潭市康星百货 开发商,湘潭市康星百货 开业时间
MALL_1912AEA7,悦购广场,长沙市,岳麓区,28.16405,112.935358,B02DB0XSNZ,2,2,长沙市悦购广场 开发商,长沙市悦购广场 开业时间
MALL_4702B27B,润和彩虹MALL,长沙市,望城区,28.293027,112.904198,B0FFJ26TOO,2,2,长沙市润和彩虹MALL 开发商,长沙市润和彩虹MALL 开业时间
MALL_5FA3785B,友谊商店B座,长沙市,芙蓉区,28.195802,112.997831,B02DB0UPJQ,2,2,长沙市友谊商店B座 开发商,长沙市友谊商店B座 开业时间
MALL_A42F87AC,东方丽晶茂,庆阳市,西峰区,35.71695,107.642846,B0FFK7FHLG,2,2,庆阳市东方丽晶茂 开发商,庆阳市东方丽晶茂 开业时间
MALL_684BC8C8,金地大厦,张掖市,民乐县,38.438421,100.813072,B0FFKZ2URV,2,2,张掖市金地大厦 开发商,张掖市金地大厦 开业时间
MALL_80CE3CA7,夏商百货,三明市,三元区,26.233219,117.608131,B0256026HG,2,2,三明市夏商百货 开发商,三明市夏商百货 开业时间
MALL_0AF35BA3,建发悦城中心,南平市,建阳区,27.330669,118.106508,B0FFGC1RQL,2,2,南平市建发悦城中心 开发商,南平市建发悦城中心 开业时间
MALL_BC9F3447,百货超市,南平市,松溪县,27.52519,118.785583,B02570SHBS,2,2,南平市百货超市 开发商,南平市百货超市 开业时间
MALL_CA5FF7BA,悦城广场,泉州市,安溪县,25.015464,118.095097,B0GUYL3472,2,2,泉州市悦城广场 开发商,泉州市悦城广场 开业时间
MALL_601C9105,德辉广场,泉州市,石狮市,24.73036,118.650379,B02530200H,2,2,泉州市德辉广场 开发商,泉州市德辉广场 开业时间
MALL_FE2DB2B3,开元盛世广场,泉州市,鲤城区,24.918285,118.584685,B0FFFNMDAA,2,2,泉州市开元盛世广场 开发商,泉州市开元盛世广场 开业时间
MALL_51B89CBD,金城湾广场,福州市,仓山区,26.049395,119.244687,B0H0NHV3RG,2,2,福州市金城湾广场 开发商,福州市金城湾广场 开业时间
MALL_17744E8D,东百元洪城,福州市,台江区,26.052216,119.316239,B0FFHWPGF9,2,2,福州市东百元洪城 开发商,福州市东百元洪城 开业时间
MALL_35FBF3B0,名城广场,福州市,马尾区,26.017593,119.3988,B0FFFBW2Y7,2,2,福州市名城广场 开发商,福州市名城广场 开业时间
MALL_91BC4CA7,东百中心C2馆,福州市,鼓楼区,26.083334,119.299624,B0IR2C32RH,2,2,福州市东百中心C2馆 开发商,福州市东百中心C2馆 开业时间
MALL_B86F7697,九华广场,莆田市,荔城区,25.473698,119.024434,B0H3F9CHDF,2,2,莆田市九华广场 开发商,莆田市九华广场 开业时间
MALL_59A075FC,万利商厦,毕节市,七星关区,27.301281,105.283649,B03590P19Z,2,2,毕节市万利商厦 开发商,毕节市万利商厦 开业时间
